time (ms),Viavi.UE.Rsrp,Viavi.UE.Rsrq,Viavi.UE.RsSinr,Viavi.Cell.beam
1739758559000,-89,20,-3,2
1739758559000,-94,16,-7,1
1739758559000,-37,20,-1,3
1739758559000,-40,19,-4,2
1739758559000,-82,20,0,1
1739758559000,-82,20,1,2
1739758559000,-77,20,-1,3
1739758559000,-85,17,-7,2
1739758559000,-81,20,4,2
1739758559000,-82,20,3,1
1739758559000,-57,20,6,2
1739758559000,-58,20,5,1
1739758559000,-64,20,3,2
1739758559000,-65,20,2,4
1739758559000,-62,20,6,2
1739758559000,-63,20,5,1
1739758559000,-40,20,0,1
1739758559000,-40,20,-1,2
1739758559000,-61,20,4,3
1739758559000,-65,20,1,2
1739758559000,-72,20,-1,3
1739758559000,-78,19,-4,2
1739758559000,-73,20,0,2
1739758559000,-77,20,-3,1
1739758559000,-58,20,5,1
1739758559000,-59,20,6,2
1739758559000,-55,20,5,2
1739758559000,-60,20,3,1
1739758559000,-73,20,5,2
1739758559000,-72,20,4,3
1739758559000,-65,20,-1,2
1739758559000,-71,16,-7,1
1739758559000,-76,20,3,2
1739758559000,-74,20,4,3
1739758559000,-86,20,0,1
1739758559000,-86,20,0,2
1739758559000,-78,20,-2,2
1739758559000,-82,17,-7,1
1739758559000,-70,20,5,2
1739758559000,-78,20,2,1
1739758559000,-52,20,5,2
1739758559000,-53,20,4,1
1739758559000,-76,20,6,2
1739758559000,-77,20,5,1
1739758559000,-81,20,-2,3
1739758559000,-84,19,-3,2
1739758559000,-72,19,-4,2
1739758559000,-77,16,-7,1
1739758559000,-80,20,-1,2
1739758559000,-81,20,-1,1
1739758559000,-83,20,3,2
1739758559000,-85,20,1,1
1739758559000,-84,20,0,2
1739758559000,-91,18,-5,1
1739758559000,-66,20,6,2
1739758559000,-67,20,4,1
1739758559000,-103,8,-16,1
1739758559000,-104,7,-17,2
1739758559000,-54,20,5,1
1739758559000,-55,20,6,2
1739758559000,-81,20,2,2
1739758559000,-83,20,1,1
1739758559000,-81,20,5,1
1739758559000,-83,20,3,2
1739758559000,-81,20,2,2
1739758559000,-81,20,-1,2
1739758559000,-83,19,-3,1
1739758559000,-67,20,5,2
1739758559000,-73,20,3,1
1739758559000,-88,20,-2,1
1739758559000,-89,19,-3,2
1739758559000,-77,20,3,2
1739758559000,-76,20,3,3
1739758559000,-68,20,-1,3
1739758559000,-75,18,-5,2
1739758559000,-65,20,5,2
1739758559000,-67,20,4,3
1739758559000,-75,20,4,2
1739758559000,-79,20,3,1
1739758559000,-79,20,3,1
1739758559000,-80,20,3,2
1739758559000,-74,20,5,2
1739758559000,-76,20,3,1
1739758559000,-42,20,7,1
1739758559000,-42,20,6,2
1739758559000,-56,20,6,2
1739758559000,-57,20,4,1
1739758559000,-76,20,8,3
1739758559000,-83,20,2,2
1739758559000,-82,20,1,2
1739758559000,-81,20,1,3
1739758559000,-57,20,6,2
1739758559000,-60,20,4,1
1739758559000,-55,20,6,2
1739758559000,-57,20,4,1
1739758559000,-71,20,-2,2
1739758559000,-74,18,-6,1
1739758559000,-75,20,10,3
1739758559000,-79,20,7,2
1739758559000,-71,19,-3,2
1739758559000,-77,16,-7,1
1739758559000,-81,20,3,1
1739758559000,-84,20,1,2
1739758559000,-73,20,6,2
1739758559000,-78,20,4,1
1739758559000,-91,18,-5,1
1739758559000,-92,18,-5,2
1739758559000,-78,19,-4,1
1739758559000,-79,19,-3,2
1739758559000,-76,20,5,2
1739758559000,-77,20,4,3
1739758559000,-78,20,4,2
1739758559000,-56,20,6,2
1739758559000,-58,20,4,1
1739758559000,-76,20,2,2
1739758559000,-75,20,-3,2
1739758559000,-82,15,-8,1
1739758559000,-75,20,3,2
1739758559000,-74,20,5,3
1739758559000,-93,17,-6,2
1739758559000,-95,15,-8,1
1739758559000,-73,19,-4,2
1739758559000,-75,18,-6,1
1739758559000,-97,14,-10,1
1739758559000,-97,14,-10,2
1739758559000,-91,18,-5,1
1739758559000,-91,18,-5,2
1739758559000,-77,20,5,2
1739758559000,-80,20,3,1
1739758559000,-77,20,4,2
1739758559000,-80,20,2,1
1739758559000,-66,20,-1,3
1739758559000,-69,19,-4,2
1739758559000,-69,20,5,2
1739758559000,-71,20,2,1
1739758559000,-78,20,2,2
1739758559000,-72,20,5,2
1739758559000,-76,20,3,1
1739758559000,-89,20,-2,2
1739758559000,-90,20,-3,1
1739758559000,-77,20,4,2
1739758559000,-78,20,3,3
1739758559000,-81,20,-2,2
1739758559000,-83,19,-4,1
1739758559000,-71,20,10,3
1739758559000,-77,20,6,2
1739758559000,-81,19,-3,2
1739758559000,-86,16,-7,1
1739758559000,-67,20,4,2
1739758559000,-82,19,-4,2
1739758559000,-89,14,-10,1
1739758559000,-73,20,4,2
1739758559000,-76,20,1,1
1739758559000,-77,20,2,3
1739758559000,-80,20,1,2
1739758559000,-79,20,4,2
1739758559000,-84,20,1,1
1739758559000,-80,20,3,2
1739758559000,-83,20,1,1
1739758559000,-62,20,5,2
1739758559000,-64,20,5,3
1739758559000,-69,20,7,2
1739758559000,-67,20,9,3
1739758559000,-74,20,3,1
1739758559000,-77,20,3,2
1739758559000,-40,20,12,2
1739758559000,-43,20,12,1
1739758559000,-68,20,5,2
1739758559000,-72,20,3,1
1739758559000,-76,19,-4,2
1739758559000,-79,16,-7,1
1739758559000,-48,20,6,2
1739758559000,-49,20,4,1
1739758559000,-85,20,1,2
1739758559000,-73,20,5,2
1739758559000,-74,20,4,3
1739758559000,-64,20,-2,2
1739758559000,-72,15,-9,1
1739758559000,-76,20,3,1
1739758559000,-78,20,3,2
1739758559000,-62,20,4,1
1739758559000,-62,20,5,2
1739758559000,-74,20,-2,2
1739758559000,-75,19,-4,1
1739758559000,-78,20,2,2
1739758559000,-82,20,1,3
1739758559000,-72,20,0,3
1739758559000,-84,13,-11,2
1739758559000,-87,20,-2,1
1739758559000,-89,20,-3,2
1739758559000,-78,20,-1,3
1739758559000,-81,19,-4,2
1739758559000,-64,20,5,2
1739758559000,-68,20,3,1
1739758559000,-67,20,5,2
1739758559000,-72,20,3,1
1739758559000,-81,20,-3,3
1739758559000,-85,17,-7,1
1739758559000,-74,20,3,2
1739758559000,-89,20,-3,2
1739758559000,-90,19,-3,1
1739758559000,-63,20,4,2
1739758559000,-64,20,3,1
1739758559000,-59,20,6,2
1739758559000,-63,20,4,1
1739758559000,-70,20,-2,2
1739758559000,-73,20,-3,1
1739758559000,-80,20,2,2
1739758559000,-79,20,2,2
1739758559000,-72,20,5,2
1739758559000,-73,20,3,1
1739758559000,-79,20,4,2
1739758559000,-41,20,7,2
1739758559000,-44,20,6,1
1739758559000,-85,19,-4,2
1739758559000,-88,17,-6,1
1739758559000,-85,20,2,3
1739758559000,-86,20,1,4
1739758559000,-75,20,-3,2
1739758559000,-79,19,-4,1
1739758559000,-71,20,7,3
1739758559000,-71,20,8,4
1739758559000,-80,20,5,3
1739758559000,-83,20,3,4
1739758559000,-76,20,-2,2
1739758559000,-77,19,-4,1
1739758559000,-85,20,-1,1
1739758559000,-85,20,0,2
1739758559000,-84,20,1,2
1739758559000,-76,20,-1,2
1739758559000,-79,18,-5,1
1739758559000,-73,20,-3,1
1739758559000,-75,20,1,2
1739758559000,-83,20,3,2
1739758559000,-79,18,-5,2
1739758559000,-83,17,-7,1
1739758559000,-76,20,-2,2
1739758559000,-78,17,-6,1
1739758559000,-81,20,5,2
1739758559000,-82,20,4,1
1739758559000,-74,20,-2,2
1739758559000,-80,18,-5,1
1739758559000,-65,20,1,2
1739758559000,-68,20,5,2
1739758559000,-72,20,2,1
1739758559000,-53,20,10,2
1739758559000,-55,20,8,1
1739758559000,-82,20,-2,3
1739758559000,-87,18,-5,2
1739758559000,-92,18,-5,1
1739758559000,-93,17,-6,2
1739758559000,-71,20,5,1
1739758559000,-77,20,4,2
1739758559000,-70,20,5,2
1739758559000,-74,20,3,1
1739758559000,-66,20,2,1
1739758559000,-66,20,5,2
1739758559000,-84,20,-2,2
1739758559000,-85,19,-3,1
1739758559000,-71,20,4,2
1739758559000,-73,20,2,1
1739758559000,-74,20,4,3
1739758559000,-77,20,1,1
1739758559000,-68,20,3,2
1739758559000,-77,20,6,2
1739758559000,-78,20,5,1
1739758559000,-57,20,1,1
1739758559000,-57,20,2,2
1739758559000,-57,20,6,2
1739758559000,-61,20,4,1
1739758559000,-71,20,5,2
1739758559000,-73,20,4,1
1739758559000,-69,20,-2,3
1739758559000,-73,18,-6,1
1739758559000,-71,20,6,1
1739758559000,-71,20,7,2
1739758559000,-49,20,6,2
1739758559000,-51,20,4,1
1739758559000,-68,20,10,3
1739758559000,-68,20,10,4
1739758559000,-91,19,-4,2
1739758559000,-93,17,-6,1
1739758559000,-74,20,5,3
1739758559000,-79,20,3,2
1739758559000,-64,20,7,1
1739758559000,-65,20,8,2
1739758559000,-68,20,8,2
1739758559000,-69,20,7,1
1739758559000,-75,20,6,1
1739758559000,-78,20,5,2
1739758559000,-85,20,1,1
1739758559000,-80,19,-4,2
1739758559000,-88,14,-10,1
1739758559000,-83,20,3,3
1739758559000,-83,20,3,4
1739758559000,-45,20,0,4
1739758559000,-61,8,-16,2
1739758559000,-73,20,-3,2
1739758559000,-76,18,-5,1
1739758559000,-34,20,4,2
1739758559000,-36,20,3,1
1739758559000,-78,20,-2,2
1739758559000,-84,17,-7,1
1739758559000,-78,20,3,2
1739758559000,-80,20,2,1
1739758559000,-41,20,0,2
1739758559000,-46,20,-1,1
1739758559000,-67,20,0,1
1739758559000,-67,20,1,2
1739758559000,-81,20,2,2
1739758559000,-82,20,1,1
1739758559000,-78,20,5,1
1739758559000,-78,20,5,2
1739758559000,-76,20,1,1
1739758559000,-76,20,2,2
1739758560000,-79,20,6,1
1739758560000,-79,20,5,2
1739758560000,-70,20,5,2
1739758560000,-75,20,2,1
1739758560000,-81,20,1,2
1739758560000,-79,20,4,2
1739758560000,-83,20,1,1
1739758560000,-78,20,5,1
1739758560000,-79,20,5,2
1739758560000,-83,19,-4,2
1739758560000,-87,17,-7,1
1739758560000,-72,20,7,2
1739758560000,-73,20,6,1
1739758560000,-72,20,5,2
1739758560000,-74,20,4,3
1739758560000,-72,20,-3,2
1739758560000,-76,18,-5,1
1739758560000,-71,20,4,2
1739758560000,-73,20,2,1
1739758560000,-80,20,2,2
1739758560000,-78,20,3,3
1739758560000,-74,20,4,1
1739758560000,-77,20,4,2
1739758560000,-72,20,3,2
1739758560000,-74,20,2,1
1739758560000,-87,19,-4,2
1739758560000,-90,16,-7,1
1739758560000,-85,20,1,2
1739758560000,-84,20,2,3
1739758560000,-80,20,6,4
1739758560000,-83,20,3,2
1739758560000,-80,20,4,3
1739758560000,-57,20,5,3
1739758560000,-61,20,4,2
1739758560000,-84,20,-1,2
1739758560000,-85,20,-2,1
1739758560000,-74,20,-2,2
1739758560000,-78,19,-4,1
1739758560000,-71,20,-2,2
1739758560000,-80,10,-15,1
1739758560000,-74,20,7,2
1739758560000,-76,20,6,1
1739758560000,-66,20,6,2
1739758560000,-71,20,1,4
1739758560000,-45,20,2,2
1739758560000,-46,20,1,1
1739758560000,-75,20,5,2
1739758560000,-78,20,2,1
1739758560000,-71,20,6,2
1739758560000,-74,20,3,1
1739758560000,-74,20,-3,2
1739758560000,-79,17,-6,1
1739758560000,-80,20,-2,3
1739758560000,-83,19,-4,2
1739758560000,-84,20,-3,2
1739758560000,-91,16,-7,1
1739758560000,-72,20,-1,3
1739758560000,-77,19,-4,2
1739758560000,-71,20,5,2
1739758560000,-73,20,3,1
1739758560000,-81,20,-3,2
1739758560000,-86,16,-8,1
1739758560000,-60,20,5,1
1739758560000,-61,20,5,2
1739758560000,-73,20,10,2
1739758560000,-75,20,9,1
1739758560000,-79,20,-2,3
1739758560000,-84,18,-5,2
1739758560000,-71,20,9,3
1739758560000,-73,20,7,4
1739758560000,-73,20,8,3
1739758560000,-77,20,4,1
1739758560000,-89,20,-3,2
1739758560000,-94,16,-7,1
1739758560000,-37,20,-1,3
1739758560000,-40,19,-4,2
1739758560000,-82,20,0,1
1739758560000,-82,20,1,2
1739758560000,-77,20,-1,3
1739758560000,-85,17,-7,2
1739758560000,-81,20,4,2
1739758560000,-82,20,3,1
1739758560000,-57,20,6,2
1739758560000,-58,20,5,1
1739758560000,-64,20,3,2
1739758560000,-65,20,2,4
1739758560000,-62,20,6,2
1739758560000,-63,20,5,1
1739758560000,-40,20,0,1
1739758560000,-40,20,-1,2
1739758560000,-61,20,4,3
1739758560000,-65,20,1,2
1739758560000,-72,20,-1,3
1739758560000,-78,19,-4,2
1739758560000,-73,20,0,2
1739758560000,-77,20,-3,1
1739758560000,-58,20,5,1
1739758560000,-59,20,6,2
1739758560000,-55,20,5,2
1739758560000,-60,20,3,1
1739758560000,-73,20,5,2
1739758560000,-72,20,4,3
1739758560000,-65,20,-1,2
1739758560000,-71,16,-7,1
1739758560000,-76,20,3,2
1739758560000,-74,20,4,3
1739758560000,-86,20,0,1
1739758560000,-86,20,0,2
1739758560000,-78,20,-2,2
1739758560000,-82,17,-7,1
1739758560000,-70,20,5,2
1739758560000,-78,20,2,1
1739758560000,-52,20,5,2
1739758560000,-53,20,4,1
1739758560000,-76,20,6,2
1739758560000,-77,20,5,1
1739758560000,-81,20,-2,3
1739758560000,-84,19,-3,2
1739758560000,-72,19,-4,2
1739758560000,-77,16,-7,1
1739758560000,-80,20,-1,2
1739758560000,-81,20,-1,1
1739758560000,-83,20,3,2
1739758560000,-85,20,1,1
1739758560000,-84,20,0,2
1739758560000,-91,18,-5,1
1739758560000,-66,20,6,2
1739758560000,-67,20,4,1
1739758560000,-103,8,-16,1
1739758560000,-104,7,-17,2
1739758560000,-54,20,5,1
1739758560000,-55,20,6,2
1739758560000,-81,20,2,2
1739758560000,-83,20,1,1
1739758560000,-81,20,5,1
1739758560000,-83,20,3,2
1739758560000,-81,20,2,2
1739758560000,-81,20,-1,2
1739758560000,-83,19,-3,1
1739758560000,-67,20,5,2
1739758560000,-73,20,3,1
1739758560000,-88,20,-2,1
1739758560000,-89,19,-3,2
1739758560000,-77,20,3,2
1739758560000,-76,20,3,3
1739758560000,-68,20,-1,3
1739758560000,-75,18,-5,2
1739758560000,-65,20,5,2
1739758560000,-67,20,4,3
1739758560000,-75,20,4,2
1739758560000,-79,20,3,1
1739758560000,-79,20,3,1
1739758560000,-80,20,3,2
1739758560000,-74,20,5,2
1739758560000,-76,20,3,1
1739758560000,-42,20,7,1
1739758560000,-42,20,6,2
1739758560000,-56,20,6,2
1739758560000,-57,20,4,1
1739758560000,-76,20,8,3
1739758560000,-83,20,2,2
1739758560000,-82,20,1,2
1739758560000,-81,20,1,3
1739758560000,-57,20,6,2
1739758560000,-60,20,4,1
1739758560000,-55,20,6,2
1739758560000,-57,20,4,1
1739758560000,-71,20,-2,2
1739758560000,-74,18,-6,1
1739758560000,-75,20,10,3
1739758560000,-79,20,7,2
1739758560000,-71,19,-3,2
1739758560000,-77,16,-7,1
1739758560000,-81,20,3,1
1739758560000,-84,20,1,2
1739758560000,-73,20,6,2
1739758560000,-78,20,4,1
1739758560000,-91,18,-5,1
1739758560000,-92,18,-5,2
1739758560000,-78,19,-4,1
1739758560000,-79,19,-3,2
1739758560000,-76,20,5,2
1739758560000,-77,20,4,3
1739758560000,-78,20,4,2
1739758560000,-56,20,6,2
1739758560000,-58,20,4,1
1739758560000,-76,20,2,2
1739758560000,-75,20,-3,2
1739758560000,-82,15,-8,1
1739758560000,-75,20,3,2
1739758560000,-74,20,5,3
1739758560000,-93,17,-6,2
1739758560000,-95,15,-8,1
1739758560000,-73,19,-4,2
1739758560000,-75,18,-6,1
1739758560000,-97,14,-10,1
1739758560000,-97,14,-10,2
1739758560000,-91,18,-5,1
1739758560000,-91,18,-5,2
1739758560000,-77,20,5,2
1739758560000,-80,20,3,1
1739758560000,-77,20,4,2
1739758560000,-80,20,2,1
1739758560000,-66,20,-1,3
1739758560000,-69,19,-4,2
1739758560000,-69,20,5,2
1739758560000,-71,20,2,1
1739758560000,-78,20,2,2
1739758560000,-72,20,5,2
1739758560000,-76,20,3,1
1739758560000,-89,20,-2,2
1739758560000,-90,20,-3,1
1739758560000,-77,20,4,2
1739758560000,-78,20,3,3
1739758560000,-81,20,-2,2
1739758560000,-83,19,-4,1
1739758560000,-71,20,10,3
1739758560000,-77,20,6,2
1739758560000,-81,19,-3,2
1739758560000,-86,16,-7,1
1739758560000,-67,20,4,2
1739758560000,-82,19,-4,2
1739758560000,-89,14,-10,1
1739758560000,-73,20,4,2
1739758560000,-76,20,1,1
1739758560000,-77,20,2,3
1739758560000,-80,20,1,2
1739758560000,-79,20,4,2
1739758560000,-84,20,1,1
1739758560000,-80,20,3,2
1739758560000,-83,20,1,1
1739758560000,-62,20,5,2
1739758560000,-64,20,5,3
1739758560000,-69,20,7,2
1739758560000,-67,20,9,3
1739758560000,-74,20,3,1
1739758560000,-77,20,3,2
1739758560000,-40,20,12,2
1739758560000,-43,20,12,1
1739758560000,-68,20,5,2
1739758560000,-72,20,3,1
1739758560000,-76,19,-4,2
1739758560000,-79,16,-7,1
1739758560000,-48,20,6,2
1739758560000,-49,20,4,1
1739758560000,-85,20,1,2
1739758560000,-73,20,5,2
1739758560000,-74,20,4,3
1739758560000,-64,20,-2,2
1739758560000,-72,15,-9,1
1739758560000,-76,20,3,1
1739758560000,-78,20,3,2
1739758560000,-62,20,4,1
1739758560000,-62,20,5,2
1739758560000,-74,20,-2,2
1739758560000,-75,19,-4,1
1739758560000,-78,20,2,2
1739758560000,-82,20,1,3
1739758560000,-72,20,0,3
1739758560000,-84,13,-11,2
1739758560000,-87,20,-2,1
1739758560000,-89,20,-3,2
1739758560000,-78,20,-1,3
1739758560000,-81,19,-4,2
1739758560000,-64,20,5,2
1739758560000,-68,20,3,1
1739758560000,-67,20,5,2
1739758560000,-72,20,3,1
1739758560000,-81,20,-3,3
1739758560000,-85,17,-7,1
1739758560000,-74,20,3,2
1739758560000,-89,20,-3,2
1739758560000,-90,19,-3,1
1739758560000,-63,20,4,2
1739758560000,-64,20,3,1
1739758560000,-59,20,6,2
1739758560000,-63,20,4,1
1739758560000,-70,20,-2,2
1739758560000,-73,20,-3,1
1739758560000,-80,20,2,2
1739758560000,-79,20,2,2
1739758560000,-72,20,5,2
1739758560000,-73,20,3,1
1739758560000,-79,20,4,2
1739758560000,-41,20,7,2
1739758560000,-44,20,6,1
1739758560000,-85,19,-4,2
1739758560000,-88,17,-6,1
1739758560000,-85,20,2,3
1739758560000,-86,20,1,4
1739758560000,-75,20,-3,2
1739758560000,-79,19,-4,1
1739758560000,-71,20,7,3
1739758560000,-71,20,8,4
1739758560000,-80,20,5,3
1739758560000,-83,20,3,4
1739758560000,-76,20,-2,2
1739758560000,-77,19,-4,1
1739758560000,-85,20,-1,1
1739758560000,-85,20,0,2
1739758560000,-84,20,1,2
1739758560000,-76,20,-1,2
1739758560000,-79,18,-5,1
1739758560000,-73,20,-3,1
1739758560000,-75,20,1,2
1739758560000,-83,20,3,2
1739758560000,-79,18,-5,2
1739758560000,-83,17,-7,1
1739758560000,-76,20,-2,2
1739758560000,-78,17,-6,1
1739758560000,-81,20,5,2
1739758560000,-82,20,4,1
1739758560000,-74,20,-2,2
1739758560000,-80,18,-5,1
1739758560000,-65,20,1,2
1739758560000,-68,20,5,2
1739758560000,-72,20,2,1
1739758560000,-53,20,10,2
1739758560000,-55,20,8,1
1739758560000,-82,20,-2,3
1739758560000,-87,18,-5,2
1739758560000,-92,18,-5,1
1739758560000,-93,17,-6,2
1739758560000,-71,20,5,1
1739758560000,-77,20,4,2
1739758560000,-70,20,5,2
1739758560000,-74,20,3,1
1739758560000,-66,20,2,1
1739758560000,-66,20,5,2
1739758560000,-84,20,-2,2
1739758560000,-85,19,-3,1
1739758560000,-71,20,4,2
1739758560000,-73,20,2,1
1739758560000,-74,20,4,3
1739758560000,-77,20,1,1
1739758560000,-68,20,3,2
1739758560000,-77,20,6,2
1739758560000,-78,20,5,1
1739758560000,-57,20,1,1
1739758560000,-57,20,2,2
1739758560000,-57,20,6,2
1739758560000,-61,20,4,1
1739758560000,-71,20,5,2
1739758560000,-73,20,4,1
1739758560000,-69,20,-2,3
1739758560000,-73,18,-6,1
1739758560000,-71,20,6,1
1739758560000,-71,20,7,2
1739758560000,-49,20,6,2
1739758560000,-51,20,4,1
1739758560000,-68,20,10,3
1739758560000,-68,20,10,4
1739758560000,-91,19,-4,2
1739758560000,-93,17,-6,1
1739758560000,-74,20,5,3
1739758560000,-79,20,3,2
1739758560000,-64,20,7,1
1739758560000,-65,20,8,2
1739758560000,-68,20,8,2
1739758560000,-69,20,7,1
1739758560000,-75,20,6,1
1739758560000,-78,20,5,2
1739758560000,-85,20,1,1
1739758560000,-80,19,-4,2
1739758560000,-88,14,-10,1
1739758560000,-83,20,3,3
1739758560000,-83,20,3,4
1739758560000,-45,20,0,4
1739758560000,-61,8,-16,2
1739758560000,-73,20,-3,2
1739758560000,-76,18,-5,1
1739758560000,-34,20,4,2
1739758560000,-36,20,3,1
1739758560000,-78,20,-2,2
1739758560000,-84,17,-7,1
1739758560000,-78,20,3,2
1739758560000,-80,20,2,1
1739758560000,-41,20,0,2
1739758560000,-46,20,-1,1
1739758560000,-67,20,0,1
1739758560000,-67,20,1,2
1739758560000,-81,20,2,2
1739758560000,-82,20,1,1
1739758560000,-80,20,3,2
1739758560000,-80,20,2,3
1739758560000,-91,18,-5,2
1739758560000,-92,18,-6,1
1739758561000,-79,20,6,1
1739758561000,-79,20,6,2
1739758561000,-70,20,5,2
1739758561000,-75,20,2,1
1739758561000,-81,20,1,2
1739758561000,-79,20,4,2
1739758561000,-83,20,1,1
1739758561000,-78,20,5,1
1739758561000,-79,20,5,2
1739758561000,-83,19,-4,2
1739758561000,-87,17,-7,1
1739758561000,-72,20,7,2
1739758561000,-73,20,6,1
1739758561000,-72,20,5,2
1739758561000,-74,20,4,3
1739758561000,-72,20,-3,2
1739758561000,-76,18,-5,1
1739758561000,-71,20,4,2
1739758561000,-73,20,2,1
1739758561000,-80,20,2,2
1739758561000,-78,20,3,3
1739758561000,-74,20,4,1
1739758561000,-77,20,4,2
1739758561000,-72,20,3,2
1739758561000,-74,20,2,1
1739758561000,-87,19,-5,2
1739758561000,-90,16,-7,1
1739758561000,-85,20,1,2
1739758561000,-84,20,2,3
1739758561000,-80,20,6,4
1739758561000,-83,20,3,2
1739758561000,-80,20,4,3
1739758561000,-57,20,5,3
1739758561000,-61,20,4,2
1739758561000,-84,20,-1,2
1739758561000,-85,20,-2,1
1739758561000,-74,20,-2,2
1739758561000,-78,19,-4,1
1739758561000,-71,20,-2,2
1739758561000,-80,10,-15,1
1739758561000,-74,20,7,2
1739758561000,-76,20,6,1
1739758561000,-66,20,6,2
1739758561000,-71,20,1,4
1739758561000,-45,20,1,2
1739758561000,-75,20,4,2
1739758561000,-78,20,2,1
1739758561000,-71,20,6,2
1739758561000,-74,20,3,1
1739758561000,-74,20,-3,2
1739758561000,-79,17,-6,1
1739758561000,-80,20,-2,3
1739758561000,-83,19,-4,2
1739758561000,-84,20,-3,2
1739758561000,-91,16,-7,1
1739758561000,-72,20,-1,3
1739758561000,-77,19,-4,2
1739758561000,-71,20,5,2
1739758561000,-73,20,3,1
1739758561000,-81,20,-3,2
1739758561000,-86,16,-8,1
1739758561000,-60,20,5,1
1739758561000,-61,20,5,2
1739758561000,-73,20,11,2
1739758561000,-75,20,10,1
1739758561000,-79,20,-2,3
1739758561000,-84,18,-5,2
1739758561000,-71,20,9,3
1739758561000,-73,20,7,4
1739758561000,-73,20,8,3
1739758561000,-77,20,4,1
1739758561000,-89,20,-3,2
1739758561000,-94,16,-7,1
1739758561000,-37,20,-1,3
1739758561000,-40,19,-4,2
1739758561000,-82,20,0,1
1739758561000,-82,20,1,2
1739758561000,-77,20,-1,3
1739758561000,-85,16,-7,2
1739758561000,-81,20,4,2
1739758561000,-82,20,3,1
1739758561000,-57,20,6,2
1739758561000,-58,20,5,1
1739758561000,-64,20,3,2
1739758561000,-65,20,2,4
1739758561000,-62,20,6,2
1739758561000,-63,20,5,1
1739758561000,-40,20,-1,1
1739758561000,-40,20,-1,2
1739758561000,-61,20,4,3
1739758561000,-65,20,1,2
1739758561000,-72,20,-1,3
1739758561000,-78,19,-4,2
1739758561000,-73,20,0,2
1739758561000,-77,20,-3,1
1739758561000,-58,20,5,1
1739758561000,-59,20,6,2
1739758561000,-55,20,5,2
1739758561000,-60,20,3,1
1739758561000,-73,20,5,2
1739758561000,-72,20,4,3
1739758561000,-65,20,-2,2
1739758561000,-71,16,-7,1
1739758561000,-76,20,3,2
1739758561000,-74,20,4,3
1739758561000,-86,20,0,1
1739758561000,-86,20,0,2
1739758561000,-78,20,-2,2
1739758561000,-82,17,-7,1
1739758561000,-70,20,5,2
1739758561000,-78,20,2,1
1739758561000,-52,20,5,2
1739758561000,-53,20,4,1
1739758561000,-76,20,6,2
1739758561000,-77,20,5,1
1739758561000,-81,20,-2,3
1739758561000,-84,19,-4,2
1739758561000,-72,19,-4,2
1739758561000,-77,16,-7,1
1739758561000,-80,20,-1,2
1739758561000,-81,20,-1,1
1739758561000,-83,20,3,2
1739758561000,-85,20,1,1
1739758561000,-84,20,0,2
1739758561000,-91,18,-5,1
1739758561000,-66,20,6,2
1739758561000,-67,20,4,1
1739758561000,-103,8,-16,1
1739758561000,-104,7,-17,2
1739758561000,-54,20,5,1
1739758561000,-55,20,6,2
1739758561000,-81,20,2,2
1739758561000,-83,20,1,1
1739758561000,-81,20,5,1
1739758561000,-83,20,3,2
1739758561000,-81,20,2,2
1739758561000,-81,20,-1,2
1739758561000,-83,19,-3,1
1739758561000,-67,20,5,2
1739758561000,-73,20,3,1
1739758561000,-88,20,-2,1
1739758561000,-89,19,-3,2
1739758561000,-77,20,3,2
1739758561000,-76,20,3,3
1739758561000,-68,20,-1,3
1739758561000,-75,18,-5,2
1739758561000,-65,20,5,2
1739758561000,-67,20,4,3
1739758561000,-75,20,4,2
1739758561000,-79,20,3,1
1739758561000,-79,20,3,1
1739758561000,-80,20,3,2
1739758561000,-74,20,5,2
1739758561000,-76,20,3,1
1739758561000,-42,20,7,1
1739758561000,-42,20,6,2
1739758561000,-56,20,6,2
1739758561000,-57,20,4,1
1739758561000,-76,20,8,3
1739758561000,-83,20,2,2
1739758561000,-82,20,1,2
1739758561000,-81,20,1,3
1739758561000,-57,20,6,2
1739758561000,-60,20,4,1
1739758561000,-55,20,6,2
1739758561000,-57,20,4,1
1739758561000,-71,20,-3,2
1739758561000,-74,18,-6,1
1739758561000,-75,20,10,3
1739758561000,-79,20,7,2
1739758561000,-71,19,-3,2
1739758561000,-77,16,-8,1
1739758561000,-81,20,3,1
1739758561000,-84,20,1,2
1739758561000,-73,20,5,2
1739758561000,-78,20,4,1
1739758561000,-91,18,-5,1
1739758561000,-92,18,-5,2
1739758561000,-78,19,-4,1
1739758561000,-79,19,-3,2
1739758561000,-76,20,5,2
1739758561000,-77,20,4,3
1739758561000,-78,20,4,2
1739758561000,-56,20,6,2
1739758561000,-58,20,4,1
1739758561000,-76,20,2,2
1739758561000,-75,20,-3,2
1739758561000,-82,15,-8,1
1739758561000,-75,20,3,2
1739758561000,-74,20,5,3
1739758561000,-93,17,-6,2
1739758561000,-95,15,-8,1
1739758561000,-73,19,-4,2
1739758561000,-75,17,-6,1
1739758561000,-97,14,-10,1
1739758561000,-97,14,-10,2
1739758561000,-91,18,-5,1
1739758561000,-91,18,-5,2
1739758561000,-77,20,5,2
1739758561000,-80,20,3,1
1739758561000,-77,20,4,2
1739758561000,-80,20,2,1
1739758561000,-66,20,-1,3
1739758561000,-69,19,-4,2
1739758561000,-69,20,5,2
1739758561000,-71,20,2,1
